23.19.83.210,8800,done,done
199.188.72.7,8800,done
68.71.156.69,8800,done
23.89.196.254,8800,done
192.157.249.150,8800,done
172.245.230.21,8800,done
192.227.237.134,8800,done
173.208.74.34,8800,done
192.227.237.140,8800,done
68.71.148.181,8800,done
